OrderID,OrderDate,Region,Country,State,Category,SubCategory,Product,Customer,Quantity,SalesAmount,Profit
2577610,2024-07-26 15:44:44.007220,North,Austria,North Dakota,Peripherals,Home,Noise-Canceling Headphones,Karen Fernandez,1,32.42,57.23
5219031,2025-06-23 15:44:44.007220,West,Macao,Minnesota,Electronics,Peripherals,Laptop Stand,Michael Thompson,6,43.73,22.48
9126233,2024-02-21 15:44:44.007220,South,British Indian Ocean Territory (Chagos Archipelago),Vermont,Fitness,Fitness,Bluetooth Speaker,Emily Smith,2,71.6,50.19
9307337,2025-08-30 15:44:44.007220,Central,Peru,Indiana,Home,Accessories,Wireless Mouse,Brian Ward,2,68.47,95.89
6418411,2025-11-27 15:44:44.007220,North,Tokelau,Kentucky,Peripherals,Accessories,Mechanical Keyboard,Dennis Adams,1,71.69,104.92
4864956,2024-01-30 15:44:44.007220,Central,New Caledonia,Michigan,Peripherals,Electronics,LED Desk Lamp,Jonathan Clark,2,88.34,34.09
239824,2023-04-30 15:44:44.007220,West,Reunion,Wisconsin,Home,Peripherals,Ergonomic Desk,Scott Ramirez,2,202.6,101.93
1910117,2023-01-23 15:44:44.007220,East,Cocos (Keeling) Islands,Oregon,Home,Office,Webcam 1080p,Kenneth Perez,1,100.51,246.58
6487106,2025-10-21 15:44:44.007220,North,Bolivia,Washington,Peripherals,Office,Tripod,David Reynolds,1,38.25,131.88
9018107,2023-06-13 15:44:44.007220,South,Hong Kong,Illinois,Accessories,Fitness,LED Desk Lamp,Tyler Hernandez,3,85.77,35.02
9506775,2023-01-28 15:44:44.007220,North,Sri Lanka,Alabama,Accessories,Fitness,Portable Charger 20k mAh,Jonathan Cowan,2,44.19,-54.32
5696369,2025-09-13 15:44:44.007220,West,Thailand,South Dakota,Home,Accessories,Wireless Mouse,Michelle Floyd,5,270.3,133.85
5918001,2024-12-04 15:44:44.007220,East,French Southern Territories,Kentucky,Home,Peripherals,Webcam 1080p,Laura Ross,6,70.21,133.35
8509604,2024-07-01 15:44:44.007220,North,Portugal,Hawaii,Home,Peripherals,Smartwatch,Robert Woods,3,76.15,135.71
594355,2024-07-10 15:44:44.007220,South,Niue,Connecticut,Accessories,Peripherals,Smartwatch,George Ward,1,250.04,80.52
2402852,2023-06-12 15:44:44.007220,West,Moldova,Oklahoma,Fitness,Home,Tripod,Deanna Smith,3,190.21,81.28
3915608,2025-04-17 15:44:44.007220,South,British Virgin Islands,Minnesota,Fitness,Accessories,Fitness Band,Tracey Gonzalez,2,76.41,148.27
5340913,2024-10-19 15:44:44.007220,West,Montserrat,Tennessee,Fitness,Accessories,Laptop Stand,Carrie Deleon,2,229.92,68.56
2424928,2024-02-02 15:44:44.007220,South,Guinea,Massachusetts,Peripherals,Home,NVMe SSD 2TB,Katherine Doyle,1,105.34,9.69
2369160,2025-05-13 15:44:44.007220,South,Tuvalu,Colorado,Home,Fitness,External SSD 1TB,Dustin Welch,4,340.79,75.46
5426702,2023-05-02 15:44:44.007220,Central,Cameroon,Hawaii,Fitness,Home,Noise-Canceling Headphones,Tanya Fisher,2,25.58,136.83
3189276,2024-09-25 15:44:44.007220,South,New Caledonia,Oregon,Home,Electronics,Gaming Chair,Terry Miller,5,102.52,19.16
7046441,2025-04-05 15:44:44.007220,East,Guam,Iowa,Office,Home,Bluetooth Speaker,Matthew Page,1,52.19,42.1
2649416,2024-01-03 15:44:44.007220,North,Netherlands Antilles,Tennessee,Accessories,Accessories,Wireless Mouse,Stephen Norman,1,64.78,135.0
4577211,2024-03-31 15:44:44.007220,Central,Wallis and Futuna,Mississippi,Accessories,Accessories,Wireless Mouse,Kelly Cole,8,93.74,111.71
6127405,2023-05-26 15:44:44.007220,West,Chad,Idaho,Accessories,Fitness,Tripod,Beth Young,1,186.94,54.21
7964546,2025-01-18 15:44:44.007220,South,El Salvador,West Virginia,Office,Office,Router AX3000,Angela Jackson,2,96.52,34.31
2407080,2023-11-15 15:44:44.007220,South,Bosnia and Herzegovina,Connecticut,Accessories,Electronics,Fitness Band,Shawn Kelley,7,65.45,114.03
351897,2024-06-19 15:44:44.007220,West,Anguilla,Wyoming,Accessories,Home,Laptop Stand,Phillip Miller,5,59.77,44.39
3531982,2023-04-29 15:44:44.007220,South,Estonia,South Carolina,Office,Fitness,Router AX3000,Matthew Mcclure,7,54.43,31.8
5550844,2025-07-09 15:44:44.007220,South,Georgia,Iowa,Office,Office,Mechanical Keyboard,Duane Sims,1,107.52,107.51
6481619,2024-09-15 15:44:44.007220,West,Bulgaria,North Dakota,Fitness,Home,Microphone USB,Alyssa Alvarado,4,61.41,112.5
9095261,2025-11-24 15:44:44.007220,North,Tokelau,Massachusetts,Fitness,Electronics,LED Desk Lamp,Julie Pitts,3,58.63,69.3
7765517,2023-03-11 15:44:44.007220,South,Vietnam,Louisiana,Fitness,Fitness,Smartwatch,Brandy Fry,3,51.32,44.93
758532,2025-02-15 15:44:44.007220,Central,Mauritania,Idaho,Home,Electronics,Laptop Stand,Joyce Curry,2,86.34,138.4
4985179,2025-06-02 15:44:44.007220,West,Turkey,Oregon,Peripherals,Peripherals,LED Desk Lamp,Mark Ferguson,3,62.54,112.46
2893181,2025-04-28 15:44:44.007220,East,United States of America,Minnesota,Fitness,Electronics,NVMe SSD 2TB,Mr. Brandon Parker,3,288.16,0.94
2486384,2025-07-21 15:44:44.007220,West,Isle of Man,Kentucky,Electronics,Home,NVMe SSD 2TB,Adam Mills,10,65.64,168.3
1998704,2023-12-18 15:44:44.007220,Central,Senegal,Florida,Home,Fitness,4K Monitor,John Smith,7,62.83,18.4
6694565,2025-04-09 15:44:44.007220,East,Uzbekistan,New York,Office,Electronics,External SSD 1TB,Karen Smith,3,142.73,97.92
7711499,2024-02-01 15:44:44.007220,West,Jersey,Maine,Electronics,Peripherals,Gaming Chair,Rebecca Kelley,3,60.92,85.11
2851363,2023-08-25 15:44:44.007220,North,Comoros,Nebraska,Electronics,Home,LED Desk Lamp,Jessica Wright,1,25.78,188.48
6189179,2023-06-07 15:44:44.007220,Central,Saint Barthelemy,West Virginia,Home,Office,NVMe SSD 2TB,Sandra Walker,7,35.45,66.91
2782671,2025-01-28 15:44:44.007220,Central,Belgium,Nevada,Office,Electronics,External SSD 1TB,Kellie Marsh,1,63.95,104.77
5723607,2023-10-18 15:44:44.007220,South,New Caledonia,Vermont,Accessories,Accessories,Mechanical Keyboard,Dominique Paul,4,55.22,52.22
7139412,2024-09-05 15:44:44.007220,East,Sudan,Louisiana,Home,Office,Portable Charger 20k mAh,Scott White,2,68.72,160.43
3131576,2023-08-12 15:44:44.007220,South,French Guiana,Delaware,Accessories,Electronics,Tripod,Lisa Nelson,6,109.4,58.23
4346497,2023-01-09 15:44:44.007220,West,Niger,New York,Office,Office,Graphics Tablet,Alec Williams,2,135.82,195.92
196478,2025-09-20 15:44:44.007220,South,Marshall Islands,Alaska,Accessories,Fitness,Router AX3000,Brian Adams,8,61.31,75.03
7712468,2025-04-02 15:44:44.007220,West,Saint Barthelemy,New Hampshire,Electronics,Fitness,Tripod,Crystal Hernandez,1,95.47,162.75
210277,2024-04-29 15:44:44.007220,Central,Lithuania,Indiana,Peripherals,Fitness,Graphics Tablet,Eric Lloyd,6,59.05,12.72
3583580,2023-03-25 15:44:44.007220,South,Holy See (Vatican City State),New Jersey,Accessories,Electronics,Ergonomic Desk,Amanda Miller,1,95.11,100.13
716077,2023-10-08 15:44:44.007220,North,Sao Tome and Principe,Georgia,Home,Fitness,Tripod,Reginald Jones,9,136.59,-2.73
5107018,2024-10-23 15:44:44.007220,North,Latvia,Idaho,Electronics,Electronics,Fitness Band,Ryan Roth,5,151.64,57.67
3090511,2023-11-10 15:44:44.007220,East,Switzerland,Alabama,Fitness,Home,Tripod,Randy Wright,9,109.82,117.0
9701308,2023-12-13 15:44:44.007220,West,Sierra Leone,New Hampshire,Home,Fitness,Ergonomic Desk,Zachary Gonzalez,2,152.27,173.36
701296,2023-06-23 15:44:44.007220,East,Saint Pierre and Miquelon,Wyoming,Peripherals,Peripherals,Smartwatch,Maxwell Clark,10,46.85,8.24
1235258,2025-05-08 15:44:44.007220,Central,Iceland,Utah,Electronics,Peripherals,Router AX3000,Taylor Moore,1,33.66,61.45
2357303,2023-08-21 15:44:44.007220,East,Saint Lucia,Arizona,Peripherals,Fitness,Fitness Band,Krista Martinez,2,67.96,15.72
8902102,2024-02-17 15:44:44.007220,South,Liberia,South Dakota,Fitness,Electronics,Noise-Canceling Headphones,Isaac Williams,8,109.34,16.14
9685948,2025-12-02 15:44:44.007220,North,Papua New Guinea,Indiana,Office,Home,Tripod,Cynthia Hamilton,1,87.08,114.09
4918203,2025-05-07 15:44:44.007220,Central,American Samoa,Hawaii,Peripherals,Peripherals,NVMe SSD 2TB,Lauren Foster,3,80.47,-12.83
9749293,2024-12-08 15:44:44.007220,South,Ecuador,Alabama,Fitness,Fitness,Router AX3000,Lauren Vazquez,5,147.65,133.96
8819216,2025-09-29 15:44:44.007220,West,Portugal,Rhode Island,Accessories,Fitness,Webcam 1080p,Randy Wright,4,50.94,189.84
4973580,2024-01-15 15:44:44.007220,North,Luxembourg,Colorado,Electronics,Electronics,LED Desk Lamp,Gina Booker,3,76.55,120.64
2078465,2024-02-12 15:44:44.007220,Central,Senegal,South Dakota,Office,Office,Mechanical Keyboard,Henry Moore,5,54.89,48.48
5700104,2024-11-30 15:44:44.007220,Central,Martinique,Connecticut,Home,Accessories,Wireless Mouse,David Holden,1,54.51,-28.09
3475360,2024-07-13 15:44:44.007220,East,Solomon Islands,Tennessee,Electronics,Peripherals,Portable Charger 20k mAh,Renee Gonzales,7,111.22,50.78
8600841,2024-10-08 15:44:44.007220,North,Congo,Alaska,Electronics,Home,Gaming Chair,Heather Taylor,3,86.7,-26.04
5827097,2025-03-05 15:44:44.007220,Central,United Arab Emirates,Arizona,Fitness,Electronics,External SSD 1TB,Mr. Edward Terry,2,39.61,204.24
3355041,2024-10-21 15:44:44.007220,East,Comoros,Oregon,Home,Office,Router AX3000,Gregory Oconnor,1,96.9,24.48
696568,2023-09-19 15:44:44.007220,West,Falkland Islands (Malvinas),Rhode Island,Accessories,Home,LED Desk Lamp,Kristen Jones,8,192.14,34.22
9108820,2024-10-31 15:44:44.007220,West,Cape Verde,New Hampshire,Office,Home,Mechanical Keyboard,Dennis Richardson,5,283.06,133.59
8842158,2024-08-19 15:44:44.007220,Central,Afghanistan,Wyoming,Home,Home,Gaming Chair,Jamie Lopez,8,33.35,27.4
9414327,2023-01-22 15:44:44.007220,South,Andorra,South Carolina,Fitness,Home,Gaming Chair,Patty Allen,1,119.11,115.38
6032348,2023-04-29 15:44:44.007220,South,Saint Helena,California,Peripherals,Electronics,Gaming Chair,Kimberly Hughes,1,45.69,229.7
6395495,2025-12-13 15:44:44.007220,South,Mali,Utah,Fitness,Fitness,Smartwatch,Mr. Louis Morris DDS,1,98.43,44.23
3243696,2023-08-11 15:44:44.007220,East,Bouvet Island (Bouvetoya),Connecticut,Home,Peripherals,Mechanical Keyboard,Andrea Conley,5,93.99,72.27
4654970,2025-04-10 15:44:44.007220,North,Bulgaria,Idaho,Office,Accessories,Ergonomic Desk,Christina Washington,3,31.61,119.93
7681730,2024-08-25 15:44:44.007220,South,Bolivia,Arizona,Fitness,Peripherals,External SSD 1TB,Sara Barrett,9,28.65,33.38
1982928,2025-01-19 15:44:44.007220,North,Mali,South Carolina,Accessories,Electronics,LED Desk Lamp,Dawn Diaz,1,97.29,66.9
8589182,2023-02-04 15:44:44.007220,West,Netherlands,Virginia,Fitness,Accessories,Laptop Stand,Timothy Clark,3,125.7,4.87
5806197,2025-08-31 15:44:44.007220,Central,Liechtenstein,Colorado,Peripherals,Peripherals,4K Monitor,Mark Ward,2,29.39,146.72
1748387,2025-11-06 15:44:44.007220,South,Samoa,Nebraska,Accessories,Home,Mechanical Keyboard,Rebecca Brown,7,85.1,164.55
7806923,2025-02-15 15:44:44.007220,Central,New Zealand,Louisiana,Electronics,Electronics,Portable Charger 20k mAh,Morgan Davenport,2,179.85,53.88
838700,2023-06-11 15:44:44.007220,East,Belarus,Indiana,Office,Electronics,Noise-Canceling Headphones,Anne Hardy,2,36.18,-84.93
8833844,2024-09-14 15:44:44.007220,North,Marshall Islands,Missouri,Fitness,Peripherals,Laptop Stand,Joseph Wright,7,64.5,6.92
5483479,2024-01-29 15:44:44.007220,South,Nigeria,Idaho,Peripherals,Peripherals,Graphics Tablet,Kristin Reese,6,70.33,154.23
5454444,2025-06-05 15:44:44.007220,North,Seychelles,South Dakota,Peripherals,Accessories,External SSD 1TB,Megan Park,3,115.18,73.79
4690865,2023-08-06 15:44:44.007220,North,Japan,Connecticut,Fitness,Fitness,NVMe SSD 2TB,Christopher Morales,1,100.91,111.95
1817572,2024-02-11 15:44:44.007220,Central,Guadeloupe,Texas,Peripherals,Fitness,Gaming Chair,Zachary Ramos,3,88.58,54.17
4647499,2023-09-30 15:44:44.007220,East,Guinea,Massachusetts,Fitness,Accessories,External SSD 1TB,Yesenia Kirk,3,118.17,26.06
1295257,2024-09-12 15:44:44.007220,Central,Isle of Man,Wisconsin,Peripherals,Fitness,LED Desk Lamp,Samantha Morris,10,253.17,114.95
951044,2023-09-07 15:44:44.007220,North,Dominican Republic,Oregon,Office,Home,Mechanical Keyboard,Jaime Pierce,1,50.52,72.6
1877158,2025-02-07 15:44:44.007220,North,Samoa,Kentucky,Electronics,Office,Smartwatch,Jesse Moyer,4,100.27,114.24
3102836,2025-06-15 15:44:44.007220,Central,Afghanistan,Washington,Peripherals,Peripherals,Gaming Chair,Duane Smith,1,138.21,-38.0
3424357,2025-12-11 15:44:44.007220,North,Burkina Faso,Maryland,Office,Fitness,4K Monitor,William Lewis,3,114.66,110.66
1658874,2025-07-31 15:44:44.007220,North,Germany,Alaska,Office,Peripherals,LED Desk Lamp,Terri Short,4,39.53,42.43
7994449,2024-04-02 15:44:44.007220,South,Uruguay,Oklahoma,Accessories,Fitness,Bluetooth Speaker,Laura Duncan,1,47.39,-22.22
6197668,2025-02-24 15:44:44.007220,South,Bhutan,Arizona,Home,Home,Gaming Chair,Christopher Baker,5,64.5,97.26
5548586,2025-06-30 15:44:44.007220,West,Tuvalu,Pennsylvania,Electronics,Electronics,Router AX3000,David Evans,2,71.79,64.02
1993930,2024-12-03 15:44:44.007220,West,Montenegro,Montana,Office,Accessories,Portable Charger 20k mAh,Claudia Jones,7,85.11,53.24
5948796,2023-09-01 15:44:44.007220,Central,Greece,New Mexico,Electronics,Office,Noise-Canceling Headphones,Roger Norris,1,98.68,146.09
5567186,2023-05-09 15:44:44.007220,East,Montserrat,Connecticut,Fitness,Office,Smartwatch,Elizabeth Cross,2,258.0,86.1
7036404,2024-04-16 15:44:44.007220,Central,Montserrat,Missouri,Accessories,Fitness,External SSD 1TB,Anthony Wise,9,111.29,69.64
8192903,2025-02-08 15:44:44.007220,North,Guernsey,Nevada,Peripherals,Accessories,Microphone USB,Sean Kane,9,103.04,126.56
7333471,2025-05-24 15:44:44.007220,Central,Denmark,West Virginia,Peripherals,Fitness,Webcam 1080p,Lindsey Smith,4,216.73,51.3
3003892,2023-05-23 15:44:44.007220,Central,Slovakia (Slovak Republic),South Dakota,Office,Electronics,Microphone USB,Eric Williams,3,57.98,194.08
7866314,2024-10-11 15:44:44.007220,Central,Mauritania,Oregon,Electronics,Office,External SSD 1TB,Jonathan Walker,5,75.25,101.44
5267981,2025-03-25 15:44:44.007220,North,Australia,Utah,Fitness,Electronics,Tripod,Jenna Griffin,7,184.99,93.42
6457071,2024-10-15 15:44:44.007220,West,Nauru,Oregon,Home,Home,Mechanical Keyboard,Courtney Roberts,3,139.68,72.2
1618891,2024-03-04 15:44:44.007220,South,India,Georgia,Fitness,Home,Wireless Mouse,Bradley Duncan,2,87.01,158.14
2561642,2023-10-16 15:44:44.007220,West,Australia,Oklahoma,Fitness,Peripherals,Smartwatch,Bradley Shaw,3,134.8,-20.88
9796080,2025-06-17 15:44:44.007220,South,Singapore,Vermont,Accessories,Home,Gaming Chair,Chad Hansen,2,85.06,110.18
5128724,2024-08-29 15:44:44.007220,West,Libyan Arab Jamahiriya,Montana,Home,Peripherals,USB-C Hub,Christina Gilbert,5,197.32,14.27
9876536,2022-12-31 15:44:44.007220,Central,Saint Pierre and Miquelon,North Dakota,Fitness,Office,4K Monitor,Benjamin Frank,6,83.29,119.79
5035599,2023-04-21 15:44:44.007220,East,Gibraltar,Utah,Fitness,Electronics,Wireless Mouse,Ann Powers,6,94.07,64.82
9495748,2024-12-19 15:44:44.007220,North,Jamaica,Mississippi,Peripherals,Electronics,Webcam 1080p,Frank Wheeler,5,58.1,106.69
7342984,2025-03-01 15:44:44.007220,East,Anguilla,Wyoming,Home,Office,Smartwatch,William Jensen,9,117.46,15.89
6501599,2025-05-24 15:44:44.007220,Central,Spain,New Hampshire,Accessories,Home,External SSD 1TB,Jessica Glass,2,117.96,-27.19
8067020,2023-09-25 15:44:44.007220,South,Djibouti,Illinois,Fitness,Office,Ergonomic Desk,Brittney Chandler,3,73.94,64.69
7100050,2023-10-26 15:44:44.007220,East,Belize,Delaware,Home,Accessories,4K Monitor,Dana Oliver,3,113.68,100.09
294661,2023-05-10 15:44:44.007220,North,Cameroon,Maine,Accessories,Home,Router AX3000,Michael Rodriguez,1,54.36,71.52
7427199,2023-09-19 15:44:44.007220,North,Korea,New Mexico,Accessories,Home,Fitness Band,Daniel Medina,1,168.89,184.32
7750891,2025-05-04 15:44:44.007220,Central,Costa Rica,Ohio,Accessories,Office,NVMe SSD 2TB,Deanna Webb,1,71.94,54.56
7215631,2025-06-23 15:44:44.007220,West,Saint Lucia,Georgia,Peripherals,Accessories,External SSD 1TB,Mary Bennett,7,82.79,129.38
7226489,2022-12-30 15:44:44.007220,Central,United Kingdom,Texas,Office,Home,Webcam 1080p,Dawn Brown,1,94.64,53.8
8517612,2024-06-18 15:44:44.007220,West,Cook Islands,Vermont,Fitness,Fitness,Ergonomic Desk,Amy Pena,2,94.03,60.31
661397,2023-03-02 15:44:44.007220,Central,Algeria,California,Office,Home,Ergonomic Desk,Devon Christian,1,59.98,145.28
1998583,2025-08-27 15:44:44.007220,North,Palestinian Territory,Mississippi,Accessories,Home,NVMe SSD 2TB,Alicia Dillon,1,31.86,174.7
4787895,2025-07-24 15:44:44.007220,Central,Pakistan,Missouri,Electronics,Fitness,Tripod,James Bray,10,31.81,105.46
1583883,2024-04-30 15:44:44.007220,West,Bolivia,Massachusetts,Home,Home,USB-C Hub,Mr. Brandon Gonzalez,5,119.59,68.94
9146228,2024-09-14 15:44:44.007220,Central,Kuwait,Oklahoma,Electronics,Peripherals,Graphics Tablet,Alison Wright,2,61.67,89.2
280915,2025-08-01 15:44:44.007220,West,Malta,Maryland,Fitness,Office,Microphone USB,James Moore,3,116.67,113.2
5661881,2025-04-25 15:44:44.007220,East,Guatemala,Utah,Peripherals,Peripherals,External SSD 1TB,Mario Young,2,131.81,52.08
692675,2024-08-28 15:44:44.007220,Central,Macao,Louisiana,Peripherals,Electronics,Router AX3000,Lori Johns,9,84.23,31.2
9799597,2023-11-26 15:44:44.007220,Central,Tuvalu,Alaska,Electronics,Home,Portable Charger 20k mAh,Tiffany Perez,2,135.15,38.5
557985,2024-07-24 15:44:44.007220,West,Guam,Montana,Electronics,Accessories,NVMe SSD 2TB,Anita Reyes,1,15.73,62.51
1389534,2024-07-06 15:44:44.007220,East,Philippines,South Carolina,Accessories,Fitness,Bluetooth Speaker,Melissa Butler,2,134.81,-57.22
4717376,2024-05-24 15:44:44.007220,North,Montenegro,Georgia,Home,Electronics,Tripod,Erik Jacobs,1,199.77,103.79
3029534,2023-10-20 15:44:44.007220,West,Kiribati,Ohio,Peripherals,Accessories,Bluetooth Speaker,Matthew Carpenter,6,81.19,74.82
4062709,2025-09-03 15:44:44.007220,South,Poland,Illinois,Fitness,Electronics,Gaming Chair,Ellen Thornton,2,45.03,-20.11
1516021,2023-10-08 15:44:44.007220,Central,Mali,Florida,Accessories,Office,Fitness Band,Terry Carrillo,5,230.6,33.43
6528475,2024-04-15 15:44:44.007220,West,Palau,Oregon,Home,Home,External SSD 1TB,Emily Grant,1,40.84,131.56
3637589,2024-11-20 15:44:44.007220,North,Yemen,Washington,Home,Peripherals,Noise-Canceling Headphones,Evan Hobbs,8,74.63,121.6
981193,2023-11-23 15:44:44.007220,West,Saint Lucia,Alaska,Office,Office,Portable Charger 20k mAh,Sheryl Gutierrez,2,37.33,54.92
8090421,2025-12-09 15:44:44.007220,South,Isle of Man,Maryland,Office,Home,Smartwatch,Timothy Shannon,5,122.72,143.38
8062291,2024-06-04 15:44:44.007220,South,Venezuela,West Virginia,Fitness,Office,Wireless Mouse,Richard Rodriguez,7,46.42,65.15
4945129,2025-06-21 15:44:44.007220,West,Colombia,Alaska,Home,Peripherals,NVMe SSD 2TB,Lisa Adams,5,208.69,16.5
788161,2023-07-02 15:44:44.007220,Central,Mongolia,South Carolina,Home,Peripherals,Fitness Band,David Mcdaniel,2,153.82,194.78
4673311,2024-10-31 15:44:44.007220,East,Guinea-Bissau,Colorado,Peripherals,Electronics,Bluetooth Speaker,Karen Shaw,7,76.08,-24.56
9900860,2025-02-23 15:44:44.007220,West,Netherlands Antilles,New Mexico,Home,Home,Webcam 1080p,Jacqueline Christian,4,35.84,-27.8
9977154,2024-01-18 15:44:44.007220,Central,Liechtenstein,New Mexico,Peripherals,Home,External SSD 1TB,Corey Johnson,2,178.89,97.58
5355795,2023-01-05 15:44:44.007220,North,Serbia,Alabama,Electronics,Electronics,Fitness Band,Tiffany Walker,1,100.6,110.53
1739113,2025-11-24 15:44:44.007220,North,Paraguay,Illinois,Home,Office,Ergonomic Desk,Andrea Ho,7,217.4,102.73
3781195,2024-07-17 15:44:44.007220,East,Kazakhstan,South Carolina,Accessories,Electronics,Wireless Mouse,Frederick Ellis II,1,50.84,44.38
1642518,2023-04-10 15:44:44.007220,Central,Iraq,Wyoming,Home,Accessories,Tripod,Nicolas James,6,127.97,61.23
2143299,2023-08-17 15:44:44.007220,North,Germany,Montana,Fitness,Accessories,Smartwatch,Natalie Wheeler,1,154.51,112.07
9597058,2023-12-28 15:44:44.007220,North,Mali,Tennessee,Home,Accessories,Bluetooth Speaker,Rachel Meyer,2,154.62,186.31
5042041,2025-07-28 15:44:44.007220,North,Korea,New Jersey,Home,Office,Bluetooth Speaker,Amanda Forbes,4,139.96,191.91
7263592,2024-10-07 15:44:44.007220,East,Malaysia,Ohio,Accessories,Electronics,Bluetooth Speaker,Nicholas Grant,3,156.14,39.05
1146686,2025-02-05 15:44:44.007220,West,Malaysia,Wisconsin,Peripherals,Electronics,Bluetooth Speaker,Amber Carter,2,47.94,130.45
4540339,2023-12-14 15:44:44.007220,West,Indonesia,Maryland,Electronics,Office,Laptop Stand,Donna Jackson,4,55.43,127.6
6687312,2023-12-15 15:44:44.007220,West,French Polynesia,South Carolina,Electronics,Accessories,Graphics Tablet,Melissa Mckee,1,106.72,25.73
7335234,2024-03-06 15:44:44.007220,Central,Kyrgyz Republic,Tennessee,Home,Electronics,LED Desk Lamp,Nathan Wilson,7,75.82,-41.89
4445236,2023-07-14 15:44:44.007220,North,Slovakia (Slovak Republic),Pennsylvania,Electronics,Electronics,Microphone USB,Melissa Taylor,8,70.05,-36.55
4304309,2025-06-15 15:44:44.007220,North,Isle of Man,Massachusetts,Office,Accessories,Wireless Mouse,Christopher Garza,1,80.53,65.7
734776,2025-02-21 15:44:44.007220,East,Rwanda,Illinois,Accessories,Home,Gaming Chair,Ann Nguyen,1,47.35,199.69
6665434,2022-12-22 15:44:44.007220,Central,Pakistan,Virginia,Home,Office,Router AX3000,Michelle Martinez,4,64.88,32.78
7415833,2025-03-21 15:44:44.007220,North,Brazil,Virginia,Fitness,Accessories,Wireless Mouse,Jack Mills,5,100.57,141.27
6549562,2025-08-28 15:44:44.007220,North,Hungary,Washington,Fitness,Fitness,Ergonomic Desk,Kayla Herring,4,56.61,85.03
5694190,2024-08-26 15:44:44.007220,West,Honduras,Oklahoma,Electronics,Home,USB-C Hub,Randy Barr,1,33.08,148.52
6229645,2025-12-13 15:44:44.007220,East,Monaco,Texas,Electronics,Office,Portable Charger 20k mAh,Carla Thomas,8,47.44,68.23
3507796,2023-12-11 15:44:44.007220,Central,Seychelles,Virginia,Electronics,Office,Laptop Stand,Eric Cross,5,103.28,-26.47
5114212,2025-02-20 15:44:44.007220,North,Kiribati,Maine,Home,Home,Ergonomic Desk,Autumn Anderson,5,96.23,94.15
8262175,2023-06-06 15:44:44.007220,West,Cook Islands,Alabama,Home,Accessories,4K Monitor,Dawn Ellis,5,112.23,93.89
698917,2024-01-14 15:44:44.007220,North,Timor-Leste,New York,Home,Fitness,Webcam 1080p,Abigail Andrade,2,133.16,16.74
8307960,2025-02-18 15:44:44.007220,North,Dominica,Indiana,Fitness,Home,Portable Charger 20k mAh,Karen Ortiz,4,78.03,87.76
8483308,2025-12-12 15:44:44.007220,West,Belgium,Rhode Island,Electronics,Electronics,Gaming Chair,Dana Kelley,5,181.09,10.26
1040437,2024-11-05 15:44:44.007220,North,Nicaragua,South Dakota,Office,Electronics,Laptop Stand,Samantha Williams,4,53.14,62.32
8876491,2025-07-10 15:44:44.007220,Central,Cameroon,Arkansas,Accessories,Home,Microphone USB,Amanda Nash,1,57.05,102.23
4008850,2023-05-11 15:44:44.007220,North,Papua New Guinea,Oregon,Home,Accessories,Router AX3000,Elizabeth Knapp,3,152.76,128.27
419824,2025-08-06 15:44:44.007220,Central,Australia,Connecticut,Electronics,Accessories,4K Monitor,Christopher Powers,1,41.33,39.53
341008,2023-12-02 15:44:44.007220,North,New Caledonia,Texas,Peripherals,Electronics,LED Desk Lamp,Linda Cobb,1,181.66,93.06
2963692,2023-04-24 15:44:44.007220,North,Christmas Island,New Jersey,Electronics,Office,Tripod,Heather Johnson,9,129.68,250.96
3800592,2023-04-23 15:44:44.007220,South,Seychelles,Maryland,Office,Peripherals,Smartwatch,Steven Wilkins,1,24.74,137.59
5539759,2023-08-19 15:44:44.007220,Central,Senegal,Nevada,Fitness,Accessories,Gaming Chair,Ana Ruiz,4,39.12,49.29
3677436,2023-03-18 15:44:44.007220,Central,British Virgin Islands,Vermont,Accessories,Peripherals,USB-C Hub,Erin Gutierrez,1,61.77,67.72
2125773,2024-06-27 15:44:44.007220,South,Cote d'Ivoire,Vermont,Office,Accessories,Ergonomic Desk,Anthony Duncan,1,88.33,101.48
9384641,2023-11-17 15:44:44.007220,West,Niue,North Dakota,Accessories,Fitness,Mechanical Keyboard,Mrs. Melissa Peck,3,193.67,105.28
2337592,2023-07-07 15:44:44.007220,Central,Romania,Maine,Office,Accessories,Wireless Mouse,Ryan Green,2,55.11,-12.96
8269958,2023-05-29 15:44:44.007220,North,Montserrat,South Carolina,Electronics,Accessories,USB-C Hub,Carl Hart,5,45.06,153.24
4860225,2025-04-15 15:44:44.007220,West,Maldives,Washington,Home,Accessories,Laptop Stand,Katherine White,1,51.93,104.6
2500615,2024-06-21 15:44:44.007220,Central,New Caledonia,Iowa,Office,Office,Webcam 1080p,Veronica Smith,4,174.25,148.68
3028445,2023-03-02 15:44:44.007220,Central,Anguilla,New Jersey,Accessories,Home,Router AX3000,Bailey Charles,6,90.01,150.0
1576750,2024-08-22 15:44:44.007220,East,South Georgia and the South Sandwich Islands,South Carolina,Office,Electronics,Graphics Tablet,Mrs. Felicia Castro DDS,5,44.3,111.97
4053366,2024-01-12 15:44:44.007220,North,Algeria,South Dakota,Fitness,Electronics,Tripod,Douglas Tyler,1,68.32,-19.29
6171696,2025-10-19 15:44:44.007220,South,Gambia,Maryland,Office,Home,Laptop Stand,Erica Smith,4,72.47,109.99
